	Прайс-лист для Участников Компании АРГО					
	Действителен на момент публикации 02.10.2015. Не является офертой (ст. 437 ГК РФ)					
Код	Наименование	Цена* за единицу, руб.	Баллы	Блок, едениц		Для расчета цен с учетом транспортного коэффициента введите в ячейку расположенную под этой надписью свой транспортный коэффициент в процентах.
	Алтом-Консульт					
9826	Брошюра Сборник материалов о продукции Алтом-Консульт	25				
9301	Буклет Продукция ООО «Алтом-Консульт» 	5				0,00%
2702	Концентрат «Локс-эко», 250 мл	219	12	10		Для расчета цен в другой валюте введите в ячейку расположенную под этой надписью коэффициент пересчета цен.
2712	Слокс-эко для растений, 250 мл	160	8	5		
2714	Средство против грызунов «Слокс-эко», 4 таблетки	145	8	10		
2704	Средство против моли «Слокс-эко», 1,2 г	70	4	10		
2705	Средство против моли и клопов «Слокс-эко», 110 мл	99	5	7		1,0000
2713	Стимулятор роста растений хитозановый «Слокс-эко», концентрат, 5 мл	135	7	15		Для определения точности расчета цен укажите в ячейке под этой надписью количество цифр после запятой.
2711	Удобрение органическое для комплексной подкормки растений «Слокс-эко», 500 мл	160	8	12		
2709	Удобрение органическое для подкормки и защиты растений от вред. «Слокс-эко», 500 мл	163	8	12		0
2710	Удобрение органическое для укрепления корневой системы «Слокс-эко», 500 мл	162	8	12		
	Апифарм					
9122	Брошюра Ваш АПИФАРМ (вып.2)	18				
9184	Брошюра Вместе мы - сила	73				
0726	Адиабетон, капсулы, 100 шт	656	40	8		
0701	Аргосластин, таблетки, 200 шт	202	13	10		
0706	Вазолептин, таблетки, 50 шт	440	25	10		
0720	Гемолептин, таблетки, 50 шт	440	25	10		
0707	Гепатолептин, таблетки, 50 шт	440	25	10		
0715	Карамель леденцовая «Плантико Кардиолептин», 33 г	50	3	5		
0717	Карамель леденцовая «Плантико Лептопротект», 33 г	50	3	5		
0708	Кардиолептин, таблетки, 50 шт	440	25	10		
0702	Каталитин, таблетки, 100 шт	752	47	5		
0703	Каталитин, таблетки, 40 шт	313	20	10		
0730	Конфеты таблетированные с растительными экстрактами «АргоMeN», 100 шт	476	25	10		
0728	Конфеты таблетированные с растительными экстрактами «Аргофемин», 100 шт	490	30	10		
0731	Конфеты таблетированные с растительными экстрактами «ИнваСан», 100 шт	567	30	10		
0729	Конфеты таблетированные с растительными экстрактами «НекурИт», 100 шт	490	30	10		
0732	Конфеты таблетированные с растительными экстрактами «ХудияГоджи», 100 шт	735	40	10		
0722	Концентрат сухой напитка безалкогольного «Алкостоп», 5 пакетов по 10 г	286	16	5		
0725	Концентрат сухой напитка безалкогольного «Варико-стоп»,  20 пакетов по 10 г	440	25	3		
0724	Концентрат сухой напитка безалкогольного «Инфлю-стоп», 10 пакетов по 10 г	296	17	6		
0709	Лептоник, таблетки, 50 шт	440	25	10		
0710	Лептопротект, таблетки, 50 шт	440	25	10		
0711	Лептоседин, таблетки, 50 шт	440	25	10		
0721	Мумичага 100, таблетки, 100 шт	513	30	5		
0704	Набор «Рецепт успеха»	2846	170	1		
0712	Нефролептин, таблетки, 50 шт	440	25	10		
0718	Офтальмолептин, таблетки, 50 шт	440	25	10		
0727	Пентабион, капсулы, 56 шт	440	25	10		
0705	Хитолан, таблетки, 40 шт	385	22	10		
0719	Хондролептин, таблетки, 50 шт	440	25	10		
0713	Энтеролептин, таблетки, 50 шт	440	25	10		
	АРГО ЭМ-1					
9273	Брошюра Ветэм	16				
9271	Брошюра Курунговит	10				
9651	Брошюра Советы бывалых огородников	8				
9361	Брошюра Чудо-технология	11				
9362	Брошюра ЭМ-Курунга	8				
9524	Брошюра ЭМ-технология	11				
9317	Буклет «Ваше здоровье- вкус жизни»	12				
	Здоровое питание					
2026	Продукт кисломолочный «ЭМ-Курунга», капсулы, 60 шт	554	30	15		
2027	Продукт кисломолочный «ЭМ-Курунга», порошок, 3 пак. по 2 г	170	10	8		
2025	Продукт кисломолочный «ЭМ-Курунга», таблетки, 30 шт	256	15	32		
2023	Продукт кисломолочный «ЭМ-Курунга», таблетки, 60 шт	370	20	18		
2016	Продукт кисломолочный сухой «Курунговит ЖКТ», таблетки, 60 шт	256	15	10		
2015	Продукт кисломолочный сухой «Курунговит», таблетки, 60 шт	256	15	10		
2017	Продукт кисломолочный сухой «Курунговит-С», таблетки, 60 шт	256	15	10		
